long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,long,long,long,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,float,long,long
519,-1,-1,520,"25 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 25 reputations to Exalted.",,,,,,,,,,,,,,,,16712190,201,10,6,0x0,3605,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
568,-1,533,0,"The Military Quarter (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Military Quarter of Naxxramas in 10 player mode.",,,,,,,,,,,,,,,,16712190,14922,10,6,0x0,2639,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
569,-1,533,0,"The Military Quarter (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Military Quarter of Naxxramas in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,6,0x0,2639,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
626,-1,-1,0,"Lunar Festival Finery",,,,,,,,,,,,,,,,0xFF01FE,"Purchase a festive pant suit or festive dress with Coins of Ancestry.",,,,,,,,,,,,,,,,16712190,160,10,6,0x0,2789,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
633,-1,-1,0,"Stormwind Stockade",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Bazil Thredd.",,,,,,,,,,,,,,,,16712190,14808,10,6,0x0,3652,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
666,-1,-1,0,"Auchenai Crypts",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Exarch Maladaar.",,,,,,,,,,,,,,,,16712190,14805,10,6,0x0,3590,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
735,-1,-1,0,"Working Day and Night",,,,,,,,,,,,,,,,0xFF01FE,"Become a Grand Master in two professions.",,,,,,,,,,,,,,,,16712190,169,10,6,0x0,162,"",,,,,,,,,,,,,,,,2,34187437617291E-38,2,0
801,-1,-1,0,"Resurrected by soulstones",,,,,,,,,,,,,,,,0xFF01FE,"Resurrected by soulstones",,,,,,,,,,,,,,,,16712190,127,0,6,0x9,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
802,-1,-1,0,"Explore Westfall",,,,,,,,,,,,,,,,0xFF01FE,"Explore Westfall, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,6,0x0,3572,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
829,-1,-1,0,"Largest heal received",,,,,,,,,,,,,,,,0xFF01FE,"Largest heal received",,,,,,,,,,,,,,,,16712190,141,0,6,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
843,-1,-1,0,"Explore Netherstorm",,,,,,,,,,,,,,,,0xFF01FE,"Explore Netherstorm, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14779,10,6,0x0,3564,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
844,-1,-1,0,"Explore Darkshore",,,,,,,,,,,,,,,,0xFF01FE,"Explore Darkshore, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,6,0x0,3553,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
877,-1,-1,0,"The Cake Is Not A Lie",,,,,,,,,,,,,,,,0xFF01FE,"Bake a Delicious Chocolate Cake.",,,,,,,,,,,,,,,,16712190,170,10,6,0x0,2917,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
897,-1,-1,0,"You're So Offensive",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with the Shattered Sun Offensive.",,,,,,,,,,,,,,,,16712190,14865,10,6,0x0,2807,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1007,-1,-1,0,"The Wyrmrest Accord",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Wyrmrest Accord.",,,,,,,,,,,,,,,,16712190,14866,10,6,0x0,3684,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1024,1,530,0,"Flame Warden of Outland",,,,,,,,,,,,,,,,0xFF01FE,"Honor the flames of Outland.",,,,,,,,,,,,,,,,16712190,161,10,6,0x0,1923,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1065,-1,-1,0,"Total waves",,,,,,,,,,,,,,,,0xFF01FE,"Total waves",,,,,,,,,,,,,,,,16712190,131,0,6,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1073,-1,558,0,"Exarch Maladaar kills (Auchenai Crypts)",,,,,,,,,,,,,,,,0xFF01FE,"Exarch Maladaar kills (Auchenai Crypts)",,,,,,,,,,,,,,,,16712190,14822,5,6,0x1,2796,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1097,-1,329,0,"Baron Rivendare kills (Stratholme)",,,,,,,,,,,,,,,,0xFF01FE,"Baron Rivendare kills (Stratholme)",,,,,,,,,,,,,,,,16712190,14821,5,6,0x1,2718,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1151,1,30,0,"Loyal Defender",,,,,,,,,,,,,,,,0xFF01FE,"In Alterac Valley, kill 50 enemy players in the Hall of the Stormpike.",,,,,,,,,,,,,,,,16712190,14801,10,6,0x0,3582,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1153,-1,-1,0,"Overly Defensive",,,,,,,,,,,,,,,,0xFF01FE,"Defend 3 bases in a single Arathi Basin battle.",,,,,,,,,,,,,,,,16712190,14802,10,6,0x0,3397,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1183,-1,-1,0,"Brew of the Year",,,,,,,,,,,,,,,,0xFF01FE,"Sample 12 beers featured in the Brew of the Month club.",,,,,,,,,,,,,,,,16712190,162,10,6,0x0,2535,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1268,-1,-1,0,"Explore Sholazar Basin",,,,,,,,,,,,,,,,0xFF01FE,"Explore Sholazar Basin, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14780,10,6,0x0,3335,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1272,0,-1,0,"Terror of Terokkar",,,,,,,,,,,,,,,,0xFF01FE,"Complete 68 quests in Terokkar Forest.",,,,,,,,,,,,,,,,16712190,14862,10,6,0x0,3586,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1280,0,-1,0,"Flirt With Disaster",,,,,,,,,,,,,,,,0xFF01FE,"Get completely smashed, put on your best perfume, throw a handful of rose petals on Jeremiah Payson and then kiss him. You'll regret it in the morning.",,,,,,,,,,,,,,,,16712190,187,10,6,0x0,1846,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1288,-1,-1,0,"Northrend Dungeonmaster",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Northrend dungeon achievements listed below.",,,,,,,,,,,,,,,,16712190,168,10,6,0x0,1947,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1300,-1,-1,0,"Different health potions used",,,,,,,,,,,,,,,,0xFF01FE,"Different health potions used",,,,,,,,,,,,,,,,16712190,145,0,6,0x21,1,"",,,,,,,,,,,,,,,,-1,69481558935339E38,0,345
1359,0,-1,0,"Might of Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,"Complete 130 quests in Dragonblight.",,,,,,,,,,,,,,,,16712190,14863,10,6,0x0,3338,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1466,1,-1,0,"Most Alliance factions at Exalted",,,,,,,,,,,,,,,,0xFF01FE,"Most Alliance factions at Exalted",,,,,,,,,,,,,,,,16712190,147,0,6,0x21,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1506,-1,601,0,"Anub'arak kills (Heroic Azjol-Nerub)",,,,,,,,,,,,,,,,0xFF01FE,"Anub'arak kills (Heroic Azjol-Nerub)",,,,,,,,,,,,,,,,16712190,14823,5,6,0x1,1899,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
1716,-1,-1,0,"Battleground with the most Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"Battleground with the most Killing Blows",,,,,,,,,,,,,,,,16712190,137,0,6,0x11,1,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,1491
1719,-1,-1,0,"Battleground with the most Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Battleground with the most Honorable Kills",,,,,,,,,,,,,,,,16712190,136,0,6,0x11,1,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,382
1748,-1,-1,0,"First Aid Manuals learned",,,,,,,,,,,,,,,,0xFF01FE,"First Aid Manuals learned",,,,,,,,,,,,,,,,16712190,178,0,6,0x1,4,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1790,-1,-1,0,"Hail To The King, Baby",,,,,,,,,,,,,,,,0xFF01FE,"Defeat King Ymiron in Utgarde Pinnacle with your orphan out.",,,,,,,,,,,,,,,,16712190,163,10,6,0x0,3320,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1793,-1,-1,0,"For The Children",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Children's Week achievements listed below.",,,,,,,,,,,,,,,,16712190,155,10,6,0x0,2523,"Title Reward: Matron/Patron",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2200,0,607,0,"Defense of the Ancients",,,,,,,,,,,,,,,,0xFF01FE,"Defend the beach without losing any walls.",,,,,,,,,,,,,,,,16712190,14881,10,6,0x0,276,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2416,-1,-1,0,"Hard Boiled",,,,,,,,,,,,,,,,0xFF01FE,"Lay an egg in Un'Goro Crater's Golakka Hot Springs as a rabbit during the Noblegarden celebration.",,,,,,,,,,,,,,,,16712190,159,10,6,0x0,3711,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2476,0,571,0,"Destruction Derby",,,,,,,,,,,,,,,,0xFF01FE,"Destroy each of the vehicles listed below.",,,,,,,,,,,,,,,,16712190,14901,10,6,0x0,3505,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2861,-1,603,0,"Kologarn kills (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Kologarn kills (Ulduar 10 player)",,,,,,,,,,,,,,,,16712190,14963,10,6,0x1,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3097,-1,603,0,"Dwarfageddon (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Destroy 100 Steelforged Defenders in 10 seconds on the Ulduar gauntlet in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,6,0x0,3779,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3098,-1,603,0,"Dwarfageddon (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Destroy 100 Steelforged Defenders in 10 seconds on the Ulduar gauntlet in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,6,0x0,3779,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3580,1,-1,0,"Pilgrim's Peril",,,,,,,,,,,,,,,,0xFF01FE,"While wearing either a Pilgrim's Dress, Robe, or Attire, take a seat at each enemy capital's Bountiful Table.",,,,,,,,,,,,,,,,16712190,14981,10,6,0x0,1703,"",,,,,,,,,,,,,,,,2,35069919338185E-38,0,0
3736,-1,-1,0,"Pony Up!",,,,,,,,,,,,,,,,0xFF01FE,"Purchase and use an Argent Pony from Dame Evniki Kapsalis, the Crusader's Quartermaster.",,,,,,,,,,,,,,,,16712190,14941,10,6,0x0,1176,"",,,,,,,,,,,,,,,,2,34280918237846E-38,0,0
3798,-1,-1,0,"Resilience Will Fix It (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Kill all the enemy heroes within 60 seconds of the first one dying in 10-player mode.",,,,,,,,,,,,,,,,16712190,15001,10,6,0x0,4007,"",,,,,,,,,,,,,,,,2,34280946263816E-38,1,0
3814,-1,-1,0,"Resilience Will Fix It (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Kill all the enemy heroes within 60 seconds of the first one dying in 25-player mode..",,,,,,,,,,,,,,,,16712190,15002,10,6,0x0,4007,"",,,,,,,,,,,,,,,,2,34280918237846E-38,1,0
4051,-1,-1,0,"Victories over Rogue Champion (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over Rogue Champion (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,16712190,15021,0,6,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4176,0,628,0,"Resource Glut",,,,,,,,,,,,,,,,0xFF01FE,"Win Isle of Conquest while your team controls the Quarry and Oil Refinery.",,,,,,,,,,,,,,,,16712190,15003,10,6,0x0,3736,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4630,-1,631,4529,"Heroic: The Crimson Hall (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Crimson Hall in Icecrown Citadel in 10-player Heroic mode.",,,,,,,,,,,,,,,,16712190,15041,10,6,0x0,4178,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4634,-1,631,4606,"Heroic: The Crimson Hall (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of The Crimson Hall in Icecrown Citadel in 25-player Heroic mode.",,,,,,,,,,,,,,,,16712190,15042,10,6,0x0,4178,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4728,-1,-1,0,"Forgemaster Garfrost kills (Heroic Pit of Saron)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,16712188,15062,0,6,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
4729,-1,-1,0,"Emblems of Triumph acquired",,,,,,,,,,,,,,,,0xFF01FE,"Emblems of Triumph acquired",,,,,,,,,,,,,,,,16712190,130,0,6,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
12,-1,-1,11,"Level 70",,,,,,,,,,,,,,,,0xFF01FE,"Reach level 70.",,,,,,,,,,,,,,,,16712190,92,10,7,0x4,3274,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
32,-1,-1,508,"2000 Quests Completed",,,,,,,,,,,,,,,,0xFF01FE,"Complete 2000 quests.",,,,,,,,,,,,,,,,16712190,96,10,7,0x0,3415,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
37,1,-1,0,"Fo' Grizzle My Shizzle",,,,,,,,,,,,,,,,0xFF01FE,"Complete 85 quests in Grizzly Hills.",,,,,,,,,,,,,,,,16712190,14863,10,7,0x0,3339,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
55,-1,529,0,"Arathi Basin battles",,,,,,,,,,,,,,,,0xFF01FE,"Arathi Basin battles",,,,,,,,,,,,,,,,16712190,153,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
141,-1,-1,0,"Ultimate Triage",,,,,,,,,,,,,,,,0xFF01FE,"Use a Heavy Frostweave Bandage to heal another player or yourself with less than 5% health.",,,,,,,,,,,,,,,,16712190,172,10,7,0x0,2741,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
157,-1,529,0,"To The Rescue!",,,,,,,,,,,,,,,,0xFF01FE,"Come to the defense of a base in Arathi Basin 50 times by recapping the flag.",,,,,,,,,,,,,,,,16712190,14802,10,7,0x0,2205,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
183,-1,-1,0,"Materials produced from disenchanting",,,,,,,,,,,,,,,,0xFF01FE,"Materials produced from disenchanting",,,,,,,,,,,,,,,,16712190,173,0,7,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
198,-1,-1,0,"Total healing done",,,,,,,,,,,,,,,,0xFF01FE,"Total healing done",,,,,,,,,,,,,,,,16712190,141,0,7,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
212,-1,566,0,"Storm Capper",,,,,,,,,,,,,,,,0xFF01FE,"Personally carry and capture the flag in Eye of the Storm.",,,,,,,,,,,,,,,,16712190,14803,10,7,0x0,3391,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
225,1,30,0,"Everything Counts",,,,,,,,,,,,,,,,0xFF01FE,"Win Alterac Valley while your team controls both mines.",,,,,,,,,,,,,,,,16712190,14801,10,7,0x0,3433,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
239,-1,-1,509,"25000 Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Get 25000 honorable kills.",,,,,,,,,,,,,,,,16712190,95,10,7,0x0,3460,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
275,-1,-1,0,"Veteran Nanny",,,,,,,,,,,,,,,,0xFF01FE,"Acquire Egbert's Egg, Sleepy Willy, and Elekk Training Collar on one character.",,,,,,,,,,,,,,,,16712190,163,50,7,0x0,2525,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
330,-1,-1,0,"Auction purchases",,,,,,,,,,,,,,,,0xFF01FE,"Auction purchases",,,,,,,,,,,,,,,,16712190,140,0,7,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
367,-1,-1,0,"2v2 matches",,,,,,,,,,,,,,,,0xFF01FE,"2v2 matches",,,,,,,,,,,,,,,,16712190,152,0,7,0x9,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
400,-1,-1,399,"Just the Two of Us: 1750",,,,,,,,,,,,,,,,0xFF01FE,"Earn a 1750 personal rating in the 2v2 bracket of the arena at level 80.",,,,,,,,,,,,,,,,16712190,165,10,7,0x0,3038,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
462,-1,-1,0,"Realm First! Level 80 Hunter",,,,,,,,,,,,,,,,0xFF01FE,"First hunter on the realm to achieve level 80.",,,,,,,,,,,,,,,,16712190,81,0,7,0x100,2831,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
484,-1,604,0,"Gundrak",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in Gundrak.",,,,,,,,,,,,,,,,16712190,14806,10,7,0x0,3237,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
495,-1,604,0,"Heroic: Gundrak",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Gundrak bosses on Heroic Difficulty.",,,,,,,,,,,,,,,,16712190,14921,10,7,0x0,3238,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
518,-1,-1,519,"30 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 30 reputations to Exalted.",,,,,,,,,,,,,,,,16712190,201,10,7,0x0,3604,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
572,-1,533,0,"Sapphiron's Demise (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sapphiron in Naxxramas in 10-player mode.",,,,,,,,,,,,,,,,16712190,14922,10,7,0x0,1700,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
573,-1,533,0,"Sapphiron's Demise (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sapphiron in Naxxramas in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,7,0x0,1700,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
593,0,-1,0,"Deaths from Vanndar Stormpike",,,,,,,,,,,,,,,,0xFF01FE,"Deaths from Vanndar Stormpike",,,,,,,,,,,,,,,,16712190,124,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
635,-1,-1,0,"Razorfen Kraul",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Charlga Razorflank.",,,,,,,,,,,,,,,,16712190,14808,10,7,0x0,3686,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
652,-1,-1,0,"The Escape From Durnholde",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Epoch Hunter.",,,,,,,,,,,,,,,,16712190,14805,10,7,0x0,3824,"",,,,,,,,,,,,,,,,2,34187437617291E-38,1,0
730,-1,-1,0,"Skills to Pay the Bills",,,,,,,,,,,,,,,,0xFF01FE,"Become a Grand Master in fishing, first aid and cooking.",,,,,,,,,,,,,,,,16712190,169,10,7,0x0,1657,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
841,-1,-1,0,"Explore Wetlands",,,,,,,,,,,,,,,,0xFF01FE,"Explore Wetlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,7,0x0,3573,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
861,-1,-1,0,"Explore Bloodmyst Isle",,,,,,,,,,,,,,,,0xFF01FE,"Explore Bloodmyst Isle, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,7,0x0,3551,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
864,-1,-1,0,"Explore Shadowmoon Valley",,,,,,,,,,,,,,,,0xFF01FE,"Explore Shadowmoon Valley, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14779,10,7,0x0,3584,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
898,-1,-1,0,"On Wings of Nether",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with Netherwing.",,,,,,,,,,,,,,,,16712190,14865,10,7,0x0,1928,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
906,-1,-1,0,"Kickin' It Up a Notch",,,,,,,,,,,,,,,,0xFF01FE,"Complete each of The Rokk's 4 cooking daily quests listed below.",,,,,,,,,,,,,,,,16712190,170,10,7,0x0,2923,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
922,-1,-1,0,"Mana potions consumed",,,,,,,,,,,,,,,,0xFF01FE,"Mana potions consumed",,,,,,,,,,,,,,,,16712190,145,0,7,0x9,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
926,0,-1,0,"Most Horde factions at Exalted",,,,,,,,,,,,,,,,0xFF01FE,"Most Horde factions at Exalted",,,,,,,,,,,,,,,,16712190,147,0,7,0x21,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
928,-1,-1,0,"Extra bank slots purchased",,,,,,,,,,,,,,,,0xFF01FE,"Extra bank slots purchased",,,,,,,,,,,,,,,,16712190,191,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
933,-1,-1,0,"Total 10-player raids entered",,,,,,,,,,,,,,,,0xFF01FE,"Total 10-player raids entered",,,,,,,,,,,,,,,,16712190,14807,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
981,-1,-1,0,"That Sparkling Smile",,,,,,,,,,,,,,,,0xFF01FE,"Show off your sparkling smile by using a Tooth Pick.",,,,,,,,,,,,,,,,16712190,158,10,7,0x0,3510,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1008,-1,-1,0,"The Kirin Tor",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Kirin Tor.",,,,,,,,,,,,,,,,16712190,14866,10,7,0x0,3682,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1034,1,-1,0,"The Fires of Azeroth",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Flame Warden of Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16712190,161,10,7,0x0,12,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1038,1,-1,0,"The Flame Warden",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Midsummer achievements listed below.",,,,,,,,,,,,,,,,16712190,155,20,7,0x0,2974,"Title Reward: Flame Warden",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
1074,-1,556,0,"Talon King Ikiss kills (Sethekk Halls)",,,,,,,,,,,,,,,,0xFF01FE,"Talon King Ikiss kills (Sethekk Halls)",,,,,,,,,,,,,,,,16712190,14822,5,7,0x1,2378,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1096,-1,229,0,"General Drakkisath kills (Blackrock Spire)",,,,,,,,,,,,,,,,0xFF01FE,"General Drakkisath kills (Blackrock Spire)",,,,,,,,,,,,,,,,16712190,14821,5,7,0x1,1551,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1111,-1,-1,0,"2v2 Arena Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"2v2 Arena Honorable Kills",,,,,,,,,,,,,,,,16712190,136,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1192,1,-1,0,"Nagrand Slam",,,,,,,,,,,,,,,,0xFF01FE,"Complete 75 quests in Nagrand.",,,,,,,,,,,,,,,,16712190,14862,10,7,0x0,3563,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1233,-1,619,0,"Herald Volazj kills (Ahn'kahet: The Old Kingdom)",,,,,,,,,,,,,,,,0xFF01FE,"Herald Volazj kills (Ahn'kahet: The Old Kingdom)",,,,,,,,,,,,,,,,16712190,14823,5,7,0x1,1256,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1252,0,489,0,"Supreme Defender",,,,,,,,,,,,,,,,0xFF01FE,"Kill 100 flag carriers in Warsong Gulch.",,,,,,,,,,,,,,,,16712190,14804,10,7,0x0,3400,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1253,-1,-1,0,"Raised as a ghoul",,,,,,,,,,,,,,,,0xFF01FE,"Raised as a ghoul",,,,,,,,,,,,,,,,16712190,127,0,7,0x1,221,"",,,,,,,,,,,,,,,,1,69481579217749E38,0,0
1257,-1,-1,0,"The Scavenger",,,,,,,,,,,,,,,,0xFF01FE,"Successfully fish in each of the junk nodes listed below.",,,,,,,,,,,,,,,,16712190,171,10,7,0x0,3068,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1260,-1,-1,0,"Drunken Stupor",,,,,,,,,,,,,,,,0xFF01FE,"Fall 65 yards without dying while completely smashed during the Brewfest Holiday.",,,,,,,,,,,,,,,,16712190,162,10,7,0x0,2402,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1281,-1,-1,0,"The Rocket's Red Glare",,,,,,,,,,,,,,,,0xFF01FE,"Shoot off 10 Red Rocket Clusters in 25 seconds or less.",,,,,,,,,,,,,,,,16712190,160,10,7,0x0,2368,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1289,-1,-1,0,"Northrend Dungeon Hero",,,,,,,,,,,,,,,,0xFF01FE,"Complete the heroic Northrend dungeon achievements listed below.",,,,,,,,,,,,,,,,16712190,168,20,7,0x0,857,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1295,-1,-1,0,"Crashin' & Thrashin'",,,,,,,,,,,,,,,,0xFF01FE,"Gain 25 crashes with your Crashin' Thrashin' Racer during the Feast of Winter Veil.",,,,,,,,,,,,,,,,16712190,156,10,7,0x0,2367,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1457,-1,-1,0,"Explore Crystalsong Forest",,,,,,,,,,,,,,,,0xFF01FE,"Explore Crystalsong Forest, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14780,10,7,0x0,3471,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1492,-1,-1,0,"2v2 Arena Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"2v2 Arena Killing Blows",,,,,,,,,,,,,,,,16712190,137,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1519,-1,-1,0,"Fishing skill",,,,,,,,,,,,,,,,0xFF01FE,"Fishing skill",,,,,,,,,,,,,,,,16712190,178,0,7,0x1,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
